UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:29:98,57047,31.75,0.99988   0.0046957   0.0053547   -0.013407,0.52983     0.62075     -1.5335,0.00069857   0.0036888  -0.0011892,-0.00082445   0.0015926  -0.0057907,-0.10675    0.091858      9.7734,0  0  0,0  0  0,0  0  0,213,-35,
13:23:30:32,57048,31.75,0.99988   0.0046641   0.0053987   -0.013476,0.52611     0.62579     -1.5415,0.0026245   0.0026379 -0.00072908,-0.0005188  -0.0044785  5.0545e-05,-0.10712    0.085388      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:30:66,57049,31.75,0.99988    0.004608   0.0054654   -0.013538,0.51954     0.63338     -1.5485,-0.0010557   0.0061798 -0.00061226,0.0074043    0.014153   -0.011765,-0.1012     0.10266      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:31:00,57050,31.75,0.99988   0.0046591   0.0054074    -0.01349,0.52551     0.62678     -1.5431,0.002636   0.0023575 -0.00062609,0.0062103   0.0075722   -0.010567,-0.10077    0.097412      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:31:34,57051,31.7344,0.99988   0.0046756   0.0053635   -0.013563,0.52743     0.62182     -1.5514,-3.4988e-05   0.0050735 -0.00098705,-0.0030575  -0.0070267   0.0020485,-0.10919    0.082764      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:31:68,57052,31.7344,0.99988   0.0047614   0.0052769   -0.013666,0.53733     0.61208     -1.5632,0.0017576   0.0030537  -0.0010815,-0.00042892    0.005291  -0.0056458,-0.10492    0.096924      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:32:02,57053,31.7344,0.99988   0.0048002   0.0052606   -0.013621,0.54183     0.61025     -1.5581,0.00072908    0.004467 -8.2731e-05,-0.0055962  -0.0037212  -0.0078278,-0.10968     0.08844      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:32:36,57054,31.7344,0.99988   0.0048484   0.0052455    -0.01367,0.54734     0.60863     -1.5636,0.0037098    0.001997 -0.00082397,-0.0042915  -0.0094986  0.00067329,-0.10779    0.083984      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:32:70,57055,31.7344,0.99988    0.004793   0.0052694    -0.01343,0.5411     0.61115     -1.5362,0.00075722   0.0039825 -0.00018311,-0.0049706  -0.0059929  -0.0044212,-0.10913    0.086121      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:33:04,57056,31.7344,0.99989   0.0046712   0.0053723   -0.013081,0.52721     0.62257     -1.4962,0.0029316   0.0023804  -0.0011778,0.0066528  -0.0014114  -0.0011644,-0.099426    0.088867      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
